"CN","type","plat","TP"
"C_465","Solid tumor","Agilent","Solid tumor_Agilent"
"C_466","Solid tumor","Agilent","Solid tumor_Agilent"
"C_467","Solid tumor","Agilent","Solid tumor_Agilent"
"C_468","Solid tumor","Agilent","Solid tumor_Agilent"
"C_469","Solid tumor","Agilent","Solid tumor_Agilent"
"C_470","Solid tumor","Agilent","Solid tumor_Agilent"
"C_471","Solid tumor","Agilent","Solid tumor_Agilent"
"C_472","Solid tumor","Agilent","Solid tumor_Agilent"
"C_473","Solid tumor","Agilent","Solid tumor_Agilent"
"C_474","Solid tumor","Agilent","Solid tumor_Agilent"
"C_475","Solid tumor","Agilent","Solid tumor_Agilent"
"C_476","Solid tumor","Agilent","Solid tumor_Agilent"
"C_477","Solid tumor","Agilent","Solid tumor_Agilent"
"C_478","Solid tumor","Agilent","Solid tumor_Agilent"
"C_479","Solid tumor","Agilent","Solid tumor_Agilent"
"C_480","Solid tumor","Agilent","Solid tumor_Agilent"
"C_481","Solid tumor","Agilent","Solid tumor_Agilent"
"C_482","Solid tumor","Agilent","Solid tumor_Agilent"
"C_483","Solid tumor","Agilent","Solid tumor_Agilent"
"C_484","Solid tumor","Agilent","Solid tumor_Agilent"
"C_485","Solid tumor","Agilent","Solid tumor_Agilent"
"C_486","Solid tumor","Agilent","Solid tumor_Agilent"
"C_487","Solid tumor","Agilent","Solid tumor_Agilent"
"C_488","Solid tumor","Agilent","Solid tumor_Agilent"
"C_489","Solid tumor","Agilent","Solid tumor_Agilent"
"C_490","Solid tumor","Agilent","Solid tumor_Agilent"
"C_491","Solid tumor","Agilent","Solid tumor_Agilent"
"C_492","Solid tumor","Agilent","Solid tumor_Agilent"
"C_493","Solid tumor","Agilent","Solid tumor_Agilent"
"C_494","Solid tumor","Agilent","Solid tumor_Agilent"
"C_495","Solid tumor","Agilent","Solid tumor_Agilent"
"C_496","Solid tumor","Agilent","Solid tumor_Agilent"
"C_497","Solid tumor","Agilent","Solid tumor_Agilent"
"C_498","Solid tumor","Agilent","Solid tumor_Agilent"
"C_499","Solid tumor","Agilent","Solid tumor_Agilent"
"C_500","Solid tumor","Agilent","Solid tumor_Agilent"
"C_501","Solid tumor","Agilent","Solid tumor_Agilent"
"C_502","Solid tumor","Agilent","Solid tumor_Agilent"
"C_503","Solid tumor","Agilent","Solid tumor_Agilent"
"C_504","Solid tumor","Agilent","Solid tumor_Agilent"
"C_505","Solid tumor","Agilent","Solid tumor_Agilent"
"C_506","Solid tumor","Agilent","Solid tumor_Agilent"
"C_507","Solid tumor","Agilent","Solid tumor_Agilent"
"C_508","Solid tumor","Agilent","Solid tumor_Agilent"
"C_509","Solid tumor","Agilent","Solid tumor_Agilent"
"C_510","Solid tumor","Agilent","Solid tumor_Agilent"
"C_511","Solid tumor","Agilent","Solid tumor_Agilent"
"C_512","Solid tumor","Agilent","Solid tumor_Agilent"
"C_513","Solid tumor","Agilent","Solid tumor_Agilent"
"C_514","Solid tumor","Agilent","Solid tumor_Agilent"
"C_515","Solid tumor","Agilent","Solid tumor_Agilent"
"C_516","Solid tumor","Agilent","Solid tumor_Agilent"
"C_517","Solid tumor","Agilent","Solid tumor_Agilent"
"C_518","Solid tumor","Agilent","Solid tumor_Agilent"
"C_519","Solid tumor","Agilent","Solid tumor_Agilent"
"C_520","Solid tumor","Agilent","Solid tumor_Agilent"
"C_521","Solid tumor","Agilent","Solid tumor_Agilent"
"C_522","Solid tumor","Agilent","Solid tumor_Agilent"
"C_523","Solid tumor","Agilent","Solid tumor_Agilent"
"C_524","Solid tumor","Agilent","Solid tumor_Agilent"
"C_525","Solid tumor","Agilent","Solid tumor_Agilent"
"C_526","Solid tumor","Agilent","Solid tumor_Agilent"
"C_527","Solid tumor","Agilent","Solid tumor_Agilent"
"C_528","Solid tumor","Agilent","Solid tumor_Agilent"
"C_529","Solid tumor","Agilent","Solid tumor_Agilent"
"C_530","Solid tumor","Agilent","Solid tumor_Agilent"
"C_531","Solid tumor","Agilent","Solid tumor_Agilent"
"C_532","Solid tumor","Agilent","Solid tumor_Agilent"
"C_533","Solid tumor","Agilent","Solid tumor_Agilent"
"C_534","Solid tumor","Agilent","Solid tumor_Agilent"
"C_535","Solid tumor","Agilent","Solid tumor_Agilent"
"C_536","Solid tumor","Agilent","Solid tumor_Agilent"
"C_537","Solid tumor","Agilent","Solid tumor_Agilent"
"C_538","Solid tumor","Agilent","Solid tumor_Agilent"
"C_539","Solid tumor","Agilent","Solid tumor_Agilent"
"C_540","Solid tumor","Agilent","Solid tumor_Agilent"
"C_541","Solid tumor","Agilent","Solid tumor_Agilent"
"C_542","Solid tumor","Agilent","Solid tumor_Agilent"
"C_543","Solid tumor","Agilent","Solid tumor_Agilent"
"C_544","Solid tumor","Agilent","Solid tumor_Agilent"
"C_545","Solid tumor","Agilent","Solid tumor_Agilent"
"C_546","Solid tumor","Agilent","Solid tumor_Agilent"
"C_547","Solid tumor","Agilent","Solid tumor_Agilent"
"C_548","Solid tumor","Agilent","Solid tumor_Agilent"
"C_549","Solid tumor","Agilent","Solid tumor_Agilent"
"C_550","Solid tumor","Agilent","Solid tumor_Agilent"
"C_551","Solid tumor","Agilent","Solid tumor_Agilent"
"C_552","Solid tumor","Agilent","Solid tumor_Agilent"
"C_553","Solid tumor","Agilent","Solid tumor_Agilent"
"C_554","Solid tumor","Agilent","Solid tumor_Agilent"
"C_555","Solid tumor","Agilent","Solid tumor_Agilent"
"C_556","Solid tumor","Agilent","Solid tumor_Agilent"
"C_557","Solid tumor","Agilent","Solid tumor_Agilent"
"C_558","Solid tumor","Agilent","Solid tumor_Agilent"
"C_559","Solid tumor","Agilent","Solid tumor_Agilent"
"C_560","Solid tumor","Agilent","Solid tumor_Agilent"
"C_561","Solid tumor","Agilent","Solid tumor_Agilent"
"C_562","Solid tumor","Agilent","Solid tumor_Agilent"
"C_563","Solid tumor","Agilent","Solid tumor_Agilent"
"C_564","Solid tumor","Agilent","Solid tumor_Agilent"
"C_565","Solid tumor","Agilent","Solid tumor_Agilent"
"C_566","Solid tumor","Agilent","Solid tumor_Agilent"
"C_567","Solid tumor","Agilent","Solid tumor_Agilent"
"C_568","Solid tumor","Agilent","Solid tumor_Agilent"
"C_569","Solid tumor","Agilent","Solid tumor_Agilent"
"C_570","Solid tumor","Agilent","Solid tumor_Agilent"
"C_571","Solid tumor","Agilent","Solid tumor_Agilent"
"C_572","Solid tumor","Agilent","Solid tumor_Agilent"
"C_573","Solid tumor","Agilent","Solid tumor_Agilent"
"C_574","Solid tumor","Agilent","Solid tumor_Agilent"
"C_575","Solid tumor","Agilent","Solid tumor_Agilent"
"C_576","Solid tumor","Agilent","Solid tumor_Agilent"
"C_577","Solid tumor","Agilent","Solid tumor_Agilent"
"C_578","Solid tumor","Agilent","Solid tumor_Agilent"
"C_579","Solid tumor","Agilent","Solid tumor_Agilent"
"C_580","Solid tumor","Agilent","Solid tumor_Agilent"
"C_581","Solid tumor","Agilent","Solid tumor_Agilent"
"C_582","Solid tumor","Agilent","Solid tumor_Agilent"
"C_583","Solid tumor","Agilent","Solid tumor_Agilent"
"C_584","Solid tumor","Agilent","Solid tumor_Agilent"
"C_585","Solid tumor","Agilent","Solid tumor_Agilent"
"C_586","Solid tumor","Agilent","Solid tumor_Agilent"
"C_587","Solid tumor","Agilent","Solid tumor_Agilent"
"C_588","Solid tumor","Agilent","Solid tumor_Agilent"
"C_589","Solid tumor","Agilent","Solid tumor_Agilent"
"C_590","Solid tumor","Agilent","Solid tumor_Agilent"
"C_591","Solid tumor","Agilent","Solid tumor_Agilent"
"C_592","Solid tumor","Agilent","Solid tumor_Agilent"
"C_593","Solid tumor","Agilent","Solid tumor_Agilent"
"C_594","Solid tumor","Agilent","Solid tumor_Agilent"
"C_595","Solid tumor","Agilent","Solid tumor_Agilent"
"C_596","Solid tumor","Agilent","Solid tumor_Agilent"
"C_597","Solid tumor","Agilent","Solid tumor_Agilent"
"C_598","Solid tumor","Agilent","Solid tumor_Agilent"
"C_599","Solid tumor","Agilent","Solid tumor_Agilent"
"C_600","Solid tumor","Agilent","Solid tumor_Agilent"
"C_601","Solid tumor","Agilent","Solid tumor_Agilent"
"C_602","Solid tumor","Agilent","Solid tumor_Agilent"
"C_603","Solid tumor","Agilent","Solid tumor_Agilent"
"C_604","Solid tumor","Agilent","Solid tumor_Agilent"
"C_605","Solid tumor","Agilent","Solid tumor_Agilent"
"C_606","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_607","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_608","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_609","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_610","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_611","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_612","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_613","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_614","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_615","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_616","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_617","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_618","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_619","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_620","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_621","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_622","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_623","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_624","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_625","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_626","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_627","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_628","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_629","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_630","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_631","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_632","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_633","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_634","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_635","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_636","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_637","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_638","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_639","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_640","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_641","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_642","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_643","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_644","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_645","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_646","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_647","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_648","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_649","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_650","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_651","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_652","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_653","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_654","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_655","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_656","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_657","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_658","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_659","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_660","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_661","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_662","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_663","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_664","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_665","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_666","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_667","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_668","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_669","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_670","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_671","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_672","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_673","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_674","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_675","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_676","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_677","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_678","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_679","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_680","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_681","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_682","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_683","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_684","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_685","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_686","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_687","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_688","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_689","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_690","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_691","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_692","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_693","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_694","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_695","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_696","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_697","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_698","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_699","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_700","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_701","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_702","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_703","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_704","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_705","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_706","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_707","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_708","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_709","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_710","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_711","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_712","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_713","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_714","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_715","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_716","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_717","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_718","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_719","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_720","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_721","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_722","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_723","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_724","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_725","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_726","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_727","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_728","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_729","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_730","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_731","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_732","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_733","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_734","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_735","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_736","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_737","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_738","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_739","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_740","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_741","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_742","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_743","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_744","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_745","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_746","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_747","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_748","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_749","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_750","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_751","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_752","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_753","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_754","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_755","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_756","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_757","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_758","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_759","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_760","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_761","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_762","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_763","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_764","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_765","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_766","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_767","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_768","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_769","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_770","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_771","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_772","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_773","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_774","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_775","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_776","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_777","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_778","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_779","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_780","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_781","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_782","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_783","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_784","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_785","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_786","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_787","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_788","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_789","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_790","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_791","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_792","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_793","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_794","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_795","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_796","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_797","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_798","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
